
code		taxid		taxname		lineage
1		223211		Masturus lanceolatus		223211 223210 31029 1489935 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		443640		Maulisia mauli		443640 443639 170200 1489486 1489485 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		74926		Mauremys mutica		74926 74925 328321 328320 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		184780		Mecistops cataphractus		184780 423492 8493 1298654 1294634 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		266495		Megabalanus volcano		266495 6679 2899665 37806 2899671 2899670 2899756 6676 6675 116172 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		7932		Megalops atlanticus		7932 7931 7930 7925 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		118141		Megalops cyprinoides		118141 7931 7930 7925 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9773		Megaptera novaeangliae		9773 9772 9765 9761 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		120839		Melanotaenia lacustris		120839 32459 30700 8075 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9103		Meleagris gallopavo		9103 9102 466552 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		191034		Meles anakuma		191034 9661 1008252 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9662		Meles meles		9662 9661 1008252 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		392900		Melichthys vidua		392900 94927 31024 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		13146		Melopsittacus undulatus		13146 13145 1545690 9223 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9636		Melursus ursinus		9636 9635 9632 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		238744		Menidia menidia		238744 238743 238742 461499 8075 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		47692		Menura novaehollandiae		47692 47691 47690 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		8058		Merlangius merlangus		8058 8057 8045 1489845 8043 1489843 1489841 1489838 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		10036		Mesocricetus auratus		10036 10035 10026 337677 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		6116		Metridium senile		6116 6115 37511 86626 6103 6102 6101 6073 6072 33208 33154 2759 131567 
1		392920		Meuschenia hippocrepis		392920 303721 143346 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		56335		Micrastur gilvicollis		56335 56333 8949 8948 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		163146		Microcanthus strigatus		163146 163145 603449 30843 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		116890		Microcotyle sebastis		116890 92221 54584 2486291 40163 37945 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		143525		Microhyla heymonsi		143525 129017 166052 8427 8426 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		387933		Microhyla okinavensis		387933 129017 166052 8427 8426 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		143526		Microhyla ornata		143526 129017 166052 8427 8426 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		161466		Oostethus brachyurus		161466 1652674 129914 72045 1489884 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		147949		Micropterus dolomieu		147949 27705 8180 1545897 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		27706		Micropterus salmoides		27706 27705 8180 1545897 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		100899		Microtus kikuchii		100899 10053 39087 337677 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		537919		Microtus rossiaemeridionalis		537919 10053 39087 337677 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		154819		Minytrema melanops		154819 154818 7968 2509193 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9715		Mirounga leonina		9715 9714 9709 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		75329		Misgurnus anguillicaudatus		75329 7983 278169 7982 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		357287		Misgurnus nikolskyi		357287 7983 278169 7982 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		57987		Mitsukurina owstoni		57987 57986 57977 30496 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		62295		Mogera wogura		62295 62294 9373 9362 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		392921		Monacanthus chinensis		392921 303714 143346 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		29088		Neomonachus schauinslandi		29088 1907176 9709 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		181435		Monocentris japonicus		181435 181434 88673 2558152 1489869 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		334896		Monodactylus argenteus		334896 334895 30853 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		13616		Monodelphis domestica		13616 13615 126287 9265 38605 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		40151		Monodon monoceros		40151 40150 9747 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		384591		Monotaxis grandoculis		384591 386311 490321 30848 1489931 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		48500		Orbicella annularis		48500 1920453 46736 123760 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		48498		Orbicella faveolata		48498 1920453 46736 123760 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		48499		Orbicella franksi		48499 1920453 46736 123760 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		246299		Montipora cactus		246299 46703 6126 123757 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		633874		Mordella atrata		633874 433125 219430 71527 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		139719		Moringua edwardsi		139719 118144 118143 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		118145		Moringua microchir		118145 118144 118143 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		68408		Moschus berezovskii		68408 68410 30533 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		68415		Moschus moschiferus		68415 68410 30533 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		418132		Moxostoma congestum		418132 117934 7968 2509193 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		154821		Moxostoma poecilurum		154821 117934 7968 2509193 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		48193		Mugil cephalus		48193 8190 8189 41872 1489919 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		9886		Muntiacus reevesi		9886 9885 34877 9850 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		256803		Muntiacus reevesi micrurus		256803 9886 9885 34877 9850 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		118162		Muraenesox bagio		118162 7945 7944 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		10090		Mus musculus		10090 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		10091		Mus musculus castaneus		10091 10090 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		10092		Mus musculus domesticus		10092 10090 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		57486		Mus musculus molossinus		57486 10090 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		39442		Mus musculus musculus		39442 10090 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		254704		Mus terricolor		254704 862507 10088 39107 10066 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		214982		Mussa angulosa		214982 214981 1328293 46756 123760 6125 6102 6101 6073 6072 33208 33154 2759 131567 
1		79736		Mustelus manazo		79736 7811 7839 30483 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		75356		Mylopharyngodon piceus		75356 75355 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		391189		Myrichthys maculosus		391189 182434 54916 54912 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		47700		Myripristis berndti		47700 47699 47698 47697 1490028 181483 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		55782		Myrmecobius fasciatus		55782 55781 55780 38608 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		270849		Myrmecophilus manni		270849 208675 208674 6995 70906 2174975 6994 6993 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		556240		Myroconger compressus		556240 556239 556236 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		94961		Mystacina tuberculata		94961 94960 94959 30560 9397 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		6550		Mytilus edulis		6550 6548 301959 6547 106220 6546 6545 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		29158		Mytilus galloprovincialis		29158 6548 301959 6547 106220 6546 6545 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		6551		Mytilus trossulus		6551 6548 301959 6547 106220 6546 6545 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1		7769		Myxine glutinosa		7769 110555 110551 7762 7761 117565 1476529 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		37173		Naemorhedus caudatus		37173 34870 9963 9895 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2		209574		Capricornis swinhoei		34866 9965 9963 9895 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		30637		Nannospalax ehrenbergi		30637 30636 10061 337664 337687 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		170199		Nansenia ardesiaca		170199 170198 170197 134613 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		492032		Narcetes stomias		492032 443643 134615 1489486 1489485 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		174156		Narceus annularus		174156 58770 7558 30266 118561 7553 61985 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1		43780		Nasalis larvatus		43780 43779 9569 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		238060		Naso lopezi		238060 75027 145346 29146 1489937 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		657187		natural gynogenetic Carassius auratus red var.		657187 564289 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1		51031		Necator americanus		51031 51030 53477 33278 2572558 6308 119089 6231 1206794 33317 33213 6072 33208 33154 2759 131567 
1		344322		Negombata magnifica		344322 81542 81541 27925 1779146 6042 6040 33208 33154 2759 131567 
